Time (sec),RPM,Air Temp (C),Coolant Temp (C),TPS (%),MAP (kPa),Battery Volt (V),Fuel Open Time (ms),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),Ignition Angle (DBTDC),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,OIL PRES,OIL TEMP (C),Digital Output #1,Digital Output #2,Digital Output #3,Digital Output #4,Digital Output #5,Digital Output #6,Digital Output #7,Digital Output #8,Digital Output #9,Digital Output #10,System Temperature (C),Measured Lambda #1,
915.082,4575,40.0,87.0,7.6,74.74,13.90,3.45,100.0,100.0,100.0,22.5,0,0,0,0,0,0,0,0,112.00,92.0,0,1,1,0,0,0,0,0,0,0,37,0.81,
915.133,4780,40.0,87.0,7.8,78.46,13.90,3.48,100.0,100.0,100.0,22.9,0,0,0,0,0,0,0,0,39.87,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
915.182,4788,40.0,87.0,7.9,80.53,13.90,3.54,100.0,100.0,100.0,23.0,0,0,0,0,0,0,0,0,111.97,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
915.232,4447,40.0,87.0,7.9,80.94,13.90,3.61,100.0,100.0,100.0,22.2,0,0,0,0,0,0,0,0,112.00,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
915.282,4697,40.0,87.0,7.9,81.98,13.90,3.65,100.0,100.0,100.0,22.8,0,0,0,0,0,0,0,0,111.40,92.1,0,1,1,0,0,0,0,0,0,0,37,0.76,
915.332,4385,40.0,88.0,6.4,81.91,13.90,3.69,100.0,100.0,100.0,22.0,0,0,0,0,0,0,0,0,108.31,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
915.383,4385,40.0,87.0,5.3,79.84,13.90,3.59,100.0,100.0,100.0,22.0,0,0,0,0,0,0,0,0,104.91,92.0,0,1,1,0,0,0,0,0,0,0,37,0.77,
915.432,4312,40.0,87.0,5.2,78.60,13.90,3.58,100.0,100.0,100.0,21.9,0,0,0,0,0,0,0,0,104.08,92.0,0,1,1,0,0,0,0,0,0,0,37,0.77,
915.482,4409,40.0,87.0,5.2,77.63,13.90,3.53,100.0,100.0,100.0,22.1,0,0,0,0,0,0,0,0,104.16,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
915.532,4397,40.0,87.0,5.3,78.32,13.90,3.52,100.0,100.0,100.0,22.1,0,0,0,0,0,0,0,0,104.23,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
915.582,4453,40.0,87.0,5.3,77.91,13.90,3.51,100.0,100.0,100.0,22.2,0,0,0,0,0,0,0,0,104.23,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
915.632,4374,40.0,88.0,5.3,77.91,13.90,3.52,100.0,100.0,100.0,22.0,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
915.682,4369,40.0,88.0,5.3,77.70,13.90,3.52,100.0,100.0,100.0,22.0,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
915.732,4401,40.0,87.0,5.2,77.57,13.90,3.51,100.0,100.0,100.0,22.1,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
915.782,4326,40.0,87.0,5.2,76.74,13.90,3.52,100.0,100.0,100.0,21.9,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.70,
915.832,4400,40.0,87.0,5.3,77.08,13.90,3.50,100.0,100.0,100.0,22.1,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.70,
915.882,4500,40.0,87.0,5.9,77.36,13.80,3.48,100.0,100.0,100.0,22.3,0,0,0,0,0,0,0,0,104.23,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
915.932,4464,40.0,88.0,6.5,78.74,13.90,3.53,100.0,100.0,100.0,22.2,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
915.982,4610,40.0,87.0,7.7,80.12,13.80,3.56,100.0,100.0,100.0,22.6,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
916.032,4827,40.0,87.0,9.1,82.25,13.80,3.62,100.0,100.0,100.0,23.1,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
916.082,4838,40.0,87.0,10.5,84.25,13.90,3.73,100.0,100.0,100.0,23.0,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
916.132,4746,40.0,88.0,13.1,87.36,13.80,3.98,100.0,100.0,100.0,22.4,0,0,0,0,0,0,0,0,104.23,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
916.182,4341,40.0,87.0,13.6,89.77,13.80,4.00,100.0,100.0,100.0,21.7,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
916.232,4293,40.0,88.0,14.9,91.42,13.80,4.01,100.0,100.0,100.0,21.6,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.77,
916.282,4359,40.0,88.0,15.2,92.80,13.80,4.02,100.0,100.0,100.0,21.7,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.79,
916.332,4360,40.0,87.0,15.2,92.39,13.90,4.02,100.0,100.0,100.0,21.7,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.80,
916.382,4403,40.0,88.0,14.0,92.53,13.80,4.03,100.0,100.0,100.0,21.8,0,0,0,0,0,0,0,0,104.35,92.0,0,1,1,0,0,0,0,0,0,0,37,0.82,
916.432,4466,40.0,88.0,11.5,91.15,13.90,4.04,100.0,100.0,100.0,21.8,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.84,
916.482,4509,40.0,88.0,10.3,88.87,13.80,4.04,100.0,100.0,100.0,21.9,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.84,
916.532,4461,40.0,88.0,5.1,86.12,13.80,3.97,100.0,100.0,100.0,21.8,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.81,
916.582,4397,40.0,88.0,4.5,81.70,13.90,3.73,100.0,100.0,100.0,22.0,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.78,
916.632,4390,40.0,88.0,4.7,79.84,13.90,3.63,100.0,100.0,100.0,22.1,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.77,
916.682,4432,40.0,87.0,4.8,79.15,13.90,3.54,100.0,100.0,100.0,22.2,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.75,
916.732,4436,40.0,88.0,4.9,78.05,13.90,3.53,100.0,100.0,100.0,22.2,0,0,0,0,0,0,0,0,104.23,92.0,0,1,1,0,0,0,0,0,0,0,37,0.75,
916.782,4491,40.0,88.0,5.2,78.53,13.90,3.53,100.0,100.0,100.0,22.3,0,0,0,0,0,0,0,0,104.30,92.1,0,1,1,0,0,0,0,0,0,0,37,0.72,
916.832,4478,40.0,88.0,6.1,78.53,13.90,3.54,100.0,100.0,100.0,22.3,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
916.882,4553,40.0,87.0,6.2,79.70,13.80,3.53,100.0,100.0,100.0,22.4,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
916.932,4517,40.0,88.0,6.3,79.70,13.90,3.58,100.0,100.0,100.0,22.3,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
916.982,4439,40.0,88.0,7.0,80.81,13.90,3.60,100.0,100.0,100.0,22.2,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
917.032,4452,40.0,88.0,7.9,81.70,13.90,3.64,100.0,100.0,100.0,22.2,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
917.082,4617,40.0,88.0,9.4,83.43,13.90,3.68,100.0,100.0,100.0,22.5,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
917.132,4627,40.0,88.0,10.5,84.94,13.90,3.90,100.0,100.0,100.0,22.2,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
917.182,4518,40.0,88.0,10.7,86.74,13.90,3.96,100.0,100.0,100.0,21.9,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
917.232,4487,40.0,88.0,12.4,88.32,13.90,3.99,100.0,100.0,100.0,21.9,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
917.282,4349,40.0,88.0,12.7,89.42,13.90,4.00,100.0,100.0,100.0,21.7,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
917.332,4574,40.0,88.0,13.6,90.25,13.90,4.06,100.0,100.0,100.0,22.0,0,0,0,0,0,0,0,0,104.35,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
917.383,4418,40.0,88.0,14.0,91.36,13.90,4.03,100.0,100.0,100.0,21.8,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
917.432,4584,40.0,88.0,14.8,91.77,13.80,4.06,100.0,100.0,100.0,22.0,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
917.482,4561,40.0,88.0,16.2,93.08,13.80,4.05,100.0,100.0,100.0,21.9,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
917.532,4633,40.0,88.0,16.5,93.49,13.80,4.07,100.0,100.0,100.0,22.1,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.75,
917.582,4739,40.0,88.0,16.7,93.35,13.80,4.10,100.0,100.0,100.0,22.4,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
917.632,4675,40.0,88.0,16.8,93.84,13.80,4.10,100.0,100.0,100.0,22.2,0,0,0,0,0,0,0,0,104.23,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
917.682,4858,40.0,88.0,16.8,93.42,13.80,4.12,100.0,100.0,100.0,22.6,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.78,
917.732,4786,40.0,88.0,16.8,93.35,13.80,4.10,100.0,100.0,100.0,22.5,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.78,
917.782,4870,40.0,88.0,16.8,93.42,13.80,4.12,100.0,100.0,100.0,22.7,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.78,
917.832,4870,40.0,88.0,16.8,93.15,13.80,4.12,100.0,100.0,100.0,22.7,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.78,
917.882,4901,40.0,88.0,16.8,93.29,13.80,4.12,100.0,100.0,100.0,22.7,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.79,
917.932,4921,40.0,88.0,16.7,93.35,13.80,4.12,100.0,100.0,100.0,22.8,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.79,
917.981,4955,40.0,88.0,17.0,93.63,13.80,4.12,100.0,100.0,100.0,22.8,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.78,
918.031,5104,40.0,88.0,17.0,92.94,13.80,4.15,100.0,100.0,100.0,23.3,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.78,
918.081,4837,40.0,88.0,17.2,93.49,13.80,4.12,100.0,100.0,100.0,22.8,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.78,
918.131,5136,40.0,88.0,18.1,93.84,13.80,4.16,100.0,100.0,100.0,23.4,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.78,
918.181,5107,40.0,88.0,20.8,94.60,13.80,4.18,100.0,100.0,100.0,23.3,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
918.231,5073,40.0,88.0,21.1,95.91,13.80,4.22,100.0,100.0,100.0,23.2,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
918.283,5254,40.0,88.0,21.2,95.49,13.80,4.26,100.0,100.0,100.0,23.8,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
918.331,5147,40.0,88.0,21.2,95.08,13.80,4.22,100.0,100.0,100.0,23.5,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.75,
918.381,5140,40.0,88.0,21.2,95.84,13.80,4.25,100.0,100.0,100.0,23.4,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.75,
918.431,5502,40.0,88.0,21.2,94.94,13.80,4.30,100.0,100.0,100.0,24.6,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
918.481,5354,40.0,88.0,16.1,93.29,13.80,4.20,100.0,100.0,100.0,24.2,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.75,
918.531,4951,40.0,88.0,7.0,86.94,13.80,4.12,100.0,100.0,100.0,22.8,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.75,
918.581,5249,40.0,88.0,7.1,82.94,13.80,3.79,100.0,100.0,100.0,23.9,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
918.631,5274,40.0,88.0,8.6,81.56,13.80,3.65,100.0,100.0,100.0,24.1,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
918.681,5230,40.0,88.0,8.9,81.22,13.80,3.62,100.0,100.0,100.0,24.0,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
918.731,5482,40.0,88.0,9.4,80.46,13.80,3.62,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
918.783,5494,40.0,88.0,14.7,82.53,13.80,3.67,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
918.831,5486,40.0,88.0,17.3,88.25,13.80,4.15,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.70,
918.883,5306,40.0,88.0,17.5,90.94,13.80,4.19,100.0,100.0,100.0,24.0,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.69,
918.931,5459,40.0,88.0,17.7,91.77,13.80,4.22,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.69,
918.981,5633,40.0,88.0,17.7,90.32,13.80,4.32,100.0,100.0,100.0,24.9,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.70,
919.031,5506,40.0,88.0,17.7,90.18,13.80,4.25,100.0,100.0,100.0,24.6,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.70,
919.081,5445,40.0,88.0,16.5,90.46,13.80,4.21,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
919.131,5751,40.0,88.0,16.2,89.42,13.80,4.37,100.0,100.0,100.0,25.2,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
919.181,5874,40.0,88.0,15.7,86.39,13.80,4.29,100.0,100.0,100.0,25.1,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
919.231,5726,40.0,88.0,13.6,85.29,13.80,4.11,100.0,100.0,100.0,24.8,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
919.281,5766,40.0,88.0,13.0,83.29,13.80,4.02,100.0,100.0,100.0,24.8,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
919.331,5953,40.0,88.0,13.0,81.98,13.80,3.93,100.0,100.0,100.0,25.2,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
919.381,6306,40.0,88.0,13.0,80.05,13.80,3.59,100.0,100.0,100.0,26.4,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.70,
919.431,6115,40.0,88.0,13.0,79.77,13.80,3.70,100.0,100.0,100.0,25.8,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.70,
919.481,5903,40.0,88.0,10.9,79.22,13.80,3.83,100.0,100.0,100.0,25.0,0,0,0,0,0,0,0,0,104.23,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
919.531,5825,40.0,88.0,9.5,77.43,13.80,3.76,100.0,100.0,100.0,24.9,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
919.581,6179,40.0,88.0,9.7,74.46,13.80,3.47,100.0,100.0,100.0,25.7,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
919.631,6099,40.0,88.0,9.7,73.50,13.80,3.50,100.0,100.0,100.0,25.5,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
919.681,6298,40.0,88.0,9.7,73.29,13.80,3.44,100.0,100.0,100.0,25.7,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
919.731,6169,40.0,88.0,9.9,71.36,13.80,3.45,100.0,100.0,100.0,25.6,0,0,0,0,0,0,0,0,104.35,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
919.783,5787,40.0,88.0,9.7,73.43,13.80,3.58,100.0,100.0,100.0,24.8,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
919.833,6134,40.0,88.0,9.5,73.29,13.80,3.48,100.0,100.0,100.0,25.5,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
919.881,6097,40.0,88.0,9.4,72.05,13.80,3.51,100.0,100.0,100.0,25.5,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
919.931,6196,40.0,88.0,8.8,71.57,13.80,3.43,100.0,100.0,100.0,25.7,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
919.981,5779,40.0,88.0,7.8,71.43,13.80,3.58,100.0,100.0,100.0,24.8,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
920.031,5506,40.0,88.0,7.6,72.74,13.80,3.33,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
920.081,5449,40.0,88.0,7.7,74.67,13.80,3.27,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
920.131,5731,40.0,88.0,8.4,75.43,13.80,3.57,100.0,100.0,100.0,24.8,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
920.181,6217,40.0,88.0,8.5,72.46,13.80,3.42,100.0,100.0,100.0,25.7,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
920.231,5910,40.0,88.0,8.1,71.22,13.80,3.64,100.0,100.0,100.0,25.0,0,0,0,0,0,0,0,0,104.35,92.0,0,1,1,0,0,0,0,0,0,0,37,0.70,
920.281,6009,40.0,88.0,8.0,70.05,13.80,3.53,100.0,100.0,100.0,25.3,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
920.331,6117,40.0,88.0,7.9,69.36,13.80,3.38,100.0,100.0,100.0,25.5,0,0,0,0,0,0,0,0,104.30,92.1,0,1,1,0,0,0,0,0,0,0,37,0.71,
920.381,6004,40.0,88.0,7.9,69.02,13.80,3.42,100.0,100.0,100.0,25.2,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
920.432,5678,40.0,88.0,7.8,70.88,13.80,3.43,100.0,100.0,100.0,24.7,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
920.481,5457,40.0,88.0,7.8,73.15,13.80,3.29,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
920.531,5404,40.0,88.0,7.7,75.43,13.80,3.32,100.0,100.0,100.0,24.4,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
920.581,5627,40.0,88.0,7.8,75.50,13.80,3.50,100.0,100.0,100.0,24.7,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
920.631,6094,40.0,88.0,7.7,72.12,13.80,3.51,100.0,100.0,100.0,25.5,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
920.681,5667,40.0,88.0,7.7,71.29,13.80,3.48,100.0,100.0,100.0,24.7,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
920.731,5203,40.0,88.0,7.7,75.08,13.80,3.35,100.0,100.0,100.0,23.9,0,0,0,0,0,0,0,0,104.30,92.0,0,1,1,0,0,0,0,0,0,0,37,0.71,
920.781,5384,40.0,88.0,7.8,76.74,13.80,3.43,100.0,100.0,100.0,24.3,0,0,0,0,0,0,0,0,104.30,92.1,0,1,1,0,0,0,0,0,0,0,37,0.72,
920.831,5791,40.0,88.0,8.4,76.53,13.80,3.67,100.0,100.0,100.0,24.9,0,0,0,0,0,0,0,0,104.26,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
920.881,6260,40.0,88.0,9.4,72.74,13.80,3.39,100.0,100.0,100.0,25.8,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.74,
920.931,5378,40.0,88.0,9.7,75.15,13.80,3.30,100.0,100.0,100.0,24.3,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
920.981,5134,40.0,88.0,9.7,79.29,13.90,3.54,100.0,100.0,100.0,23.8,0,0,0,0,0,0,0,0,104.28,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
921.031,5513,40.0,88.0,9.7,80.19,13.90,3.64,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,104.33,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
921.081,6117,40.0,88.0,9.8,77.08,13.80,3.62,100.0,100.0,100.0,25.7,0,0,0,0,0,0,0,0,96.39,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
921.131,6102,40.0,88.0,9.8,73.91,13.80,3.50,100.0,100.0,100.0,25.5,0,0,0,0,0,0,0,0,112.00,92.0,0,1,1,0,0,0,0,0,0,0,37,0.76,
921.181,5268,40.0,88.0,0.3,71.77,13.90,3.34,100.0,100.0,100.0,24.1,0,0,0,0,0,0,0,0,111.82,92.0,0,1,1,0,0,0,0,0,0,0,37,0.77,
921.231,5053,40.0,88.0,0.2,67.36,13.90,3.39,100.0,100.0,100.0,23.6,0,0,0,0,0,0,0,0,108.79,92.0,0,1,1,0,0,0,0,0,0,0,37,0.77,
921.281,5498,40.0,88.0,3.2,66.33,13.90,3.18,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,105.35,92.0,0,1,1,0,0,0,0,0,0,0,37,0.79,
921.331,5966,40.0,88.0,4.5,63.64,13.90,3.26,100.0,100.0,100.0,25.2,0,0,0,0,0,0,0,0,104.13,92.0,0,1,1,0,0,0,0,0,0,0,37,0.80,
921.381,6017,40.0,88.0,4.3,61.98,13.80,3.24,100.0,100.0,100.0,25.3,0,0,0,0,0,0,0,0,42.73,92.0,0,1,1,0,0,0,0,0,0,0,37,0.81,
921.431,6009,40.0,88.0,4.1,60.40,13.90,3.20,100.0,100.0,100.0,25.3,0,0,0,0,0,0,0,0,112.00,92.0,0,1,1,0,0,0,0,0,0,0,37,0.72,
921.482,5713,40.0,88.0,4.8,60.81,13.90,3.12,100.0,100.0,100.0,24.1,0,0,0,0,0,0,0,0,112.00,92.0,0,1,1,0,0,0,0,0,0,0,37,0.73,
921.531,5449,40.0,88.0,4.8,63.98,13.90,0.00,100.0,100.0,100.0,24.1,0,0,0,1,0,0,0,0,96.81,92.9,0,1,1,0,0,0,0,0,0,0,37,0.72,
921.581,5027,40.0,88.0,4.7,66.88,13.90,0.00,100.0,100.0,100.0,23.7,0,0,0,1,0,0,0,0,63.81,92.0,0,1,1,0,0,0,0,0,0,0,37,0.75,
921.631,4674,40.0,88.0,4.7,70.12,13.90,3.41,100.0,100.0,100.0,22.9,0,0,0,0,0,0,0,0,111.97,92.0,0,1,1,0,0,0,0,0,0,0,37,0.75,
921.681,4498,40.0,88.0,6.1,73.29,13.90,3.45,100.0,100.0,100.0,22.3,0,0,0,0,0,0,0,0,112.00,92.0,0,1,1,0,0,0,0,0,0,0,37,0.85,
921.731,4836,40.0,88.0,6.2,75.98,13.90,3.44,100.0,100.0,100.0,23.1,0,0,0,0,0,0,0,0,51.45,92.0,0,1,1,0,0,0,0,0,0,0,37,0.85,
921.781,5036,40.0,88.0,6.5,76.74,13.90,3.46,100.0,100.0,100.0,23.5,0,0,0,0,0,0,0,0,112.00,92.0,0,1,1,0,0,0,0,0,0,0,37,1.04,
921.831,4321,40.0,88.0,6.5,78.67,13.90,3.54,100.0,100.0,100.0,21.9,0,0,0,0,0,0,0,0,112.00,92.0,0,1,1,0,0,0,0,0,0,0,37,0.91,
921.881,4600,40.0,88.0,9.8,80.60,13.90,3.58,100.0,100.0,100.0,22.5,0,0,0,0,0,0,0,0,110.18,92.0,0,1,1,0,0,0,0,0,0,0,37,0.91,
921.931,4786,40.0,88.0,10.2,83.63,13.90,3.77,100.0,100.0,100.0,22.8,0,0,0,0,0,0,0,0,106.82,92.0,0,1,1,0,0,0,0,0,0,0,37,0.78,
921.981,4555,40.0,88.0,10.2,85.63,13.90,3.86,100.0,100.0,100.0,22.1,0,0,0,0,0,0,0,0,104.20,92.0,0,1,1,0,0,0,0,0,0,0,37,0.78,
